# 日本語版 Wikipedia「IARC発がん性リスク一覧」から取った 英語名 → 日本語名（2026-09-07）
1-Amino-2-methylanthraquinone	1-アミノ-2-メチルアントラキノン	グループ3
2-Amino-4-nitrophenol	2-アミノ-4-ニトロフェノール	グループ3
2-Amino-5-nitrophenol	2-アミノ-5-ニトロフェノール	グループ3
4-Amino-2-nitrophenol	4-アミノ-4-ニトロフェノール	グループ3
2-Amino-5-nitrothiazole	2-アミノ-5-ニトロチアゾール	グループ3
11-Aminoundecanoic acid	11-アミノウンデカン酸	グループ3
Amitrole	アミトロール	グループ3
Ampicillin	アンピシリン	グループ3
Anaesthetics, volatile	揮発性の麻酔薬	グループ3
Angelicin	アンゲリシン	グループ3
Aniline	アニリン	グループ3
para-Anisidine	パラアニシジン	グループ3
Anthanthrene	アンタントレン	グループ3
Anthracene	アントラセン	グループ3
Anthranilic acid	アントラニル酸	グループ3
Antimony trisulfide	三硫化アンチモン	グループ3
Apholate	アフォレート	グループ3
para-Aramid fibrils	パラアラミド繊維	グループ3
Atrazine	アトラジン	グループ3
Aurothioglucose	オーロチオグルコース	グループ3
2-(1-Aziridinyl)ethanol	2-(1-アジリジニル)エタノール	グループ3
Aziridyl benzoquinone	アジリジルベンゾキノン	グループ3
Azobenzene	アゾベンゼン	グループ3
Benz[a]acridine	ベンズ(a)アクリジン	グループ3
Benz[c]acridine	ベンズ(c)アクリジン	グループ3
Benzo[ghi]fluoranthene	ベンゾ(ghi)フルオランテン	グループ3
Benzo[a]fluorene	ベンゾ(a)フルオレン	グループ3
Benzo[b]fluorene	ベンゾ(b)フルオレン	グループ3
Benzo[c]fluorene	ベンゾ(c)フルオレン	グループ3
Benzo[ghi]perylene	ベンゾ(ghi)ペリレン	グループ3
[c]phenanthrene	(c)フェナントレン	グループ3
Benzo[e]pyrene	ベンゾ(e)ピレン	グループ3
para-Benzoquinone dioxime	パラベンゾキノンジオキシム	グループ3
Benzoyl peroxide	過酸化ベンゾイル	グループ3
Benzyl acetate	酢酸ベンジル	グループ3
Bis(1-aziridinyl)morpholinophosphine sulfide	ビス(1-アジリジニル)モルホリノホスフィンスルフィド	グループ3
Bis(2-chloroethyl)ether	ビス(2-クロロエチル)エーテル	グループ3
1,2-Bis(chloromethoxy)ethane	1,2-ビス(クロロメトキシ)エタン	グループ3
1,4-Bis(chloromethoxymethyl)benzene	1,4-ビス(クロロメトキシメチル)ベンゼン	グループ3
Bis(2-chloro-1-methylethyl)ether	ビス(2-クロロ-1-メチルエチル)エーテル	グループ3
Bis(2,3-epoxycyclopentyl)ether	ビス(2,3-エポキシシクロペンチル)エーテル	グループ3
Bisphenol A diglycidyl ether, Aralditeâ®	ビスフェノールAジクリシジルエーテル	グループ3
Bisulfites	重亜硫酸塩	グループ3
Blue VRS	ブルーVRS	グループ3
Brilliant Blue FCF, disodium salt	ブリリアントブルーFCF2ナトリウム塩	グループ3
Bromochloroacetonitrile	ブロモクロロアセトニトリル	グループ3
Bromoethane	ブロモエタン	グループ3
Bromoform	ブロモホルム	グループ3
2-Butoxyethanol	2-ブトキシエタノール	グループ3
1-tert-Butoxy-2-propanol	1-tert-ブトキシ-2-プロパノール	グループ3
n-Butyl acrylate	アクリル酸ブチル	グループ3
Butylated hydroxytoluene, BHT	ブチル化ヒドロキシトルエン	グループ3
Butyl benzyl phthalate	フタル酸ブチルベンジル	グループ3
g-Butyrolactone	γ-ブチロラクトン	グループ3
Cantharidin	カンタリジン	グループ3
Captan	カプタン	グループ3
Carbaryl	カルバリル	グループ3
Carbazole	カルバゾール	グループ3
3-Carbethoxypsoralen	3-カルベトキシソラレン	グループ3
Carmoisine	カルモイシン	グループ3
Carrageenan, native	天然のカラギーナン	グループ3
Chloramine	クロラミン	グループ3
Chlordimeform	クロルジメホルム	グループ3
Chlorinated drinking-water	塩素消毒した飲料水	グループ3
Chloroacetonitrile	クロロアセトニトリル	グループ3
Chlorobenzilate	クロロベンジル酸エステル類	グループ3
Chlorodibromomethane	クロロジブロモメタン	グループ3
Chlorodifluoromethane	クロロジフルオロメタン	グループ3
Chloroethane	クロロエタン	グループ3
Chlorofluoromethane	クロロフルオロメタン	グループ3
3-Chloro-2-methylpropene	3-クロロ-2-メチルプロペン	グループ3
4-Chloro-meta-phenylenediamine	4-クロロ-メタフェニレンジアミン	グループ3
Chloronitrobenzenes	クロロニトロベンゼン	グループ3
Chloropropham	クロロプロファム	グループ3
Chloroquine	クロロキン	グループ3
5-Chloro-ortho-toluidine	5-クロロ-オルトトルイジン	グループ3
2-Chloro-1,1,1-trifluoroethane	2-クロロ-1,1,1-トリフルオロエタン	グループ3
Cholesterol	コレステロール	グループ3
Chromium [III] compounds	3価クロム	グループ3
Chromium, metallic	金属クロム	グループ3
Chrysene	クリセン	グループ3
Chrysoidine	クリソイジン	グループ3
CI Acid Orange 3	CIアシッドオレンジ3	グループ3
Cimetidine	シメチジン	グループ3
Cinnamyl anthranilate	アントラニル酸シナミル	グループ3
CI Pigment Red 3	CIピグメントレッド3	グループ3
Citrinin	シトリニン	グループ3
Clofibrate	クロフィブラート	グループ3
Clomiphene citrate	クエン酸クロミフェン	グループ3
Coal dust	石炭粉塵	グループ3
Continuous glass filament	ガラス長繊維	グループ3
Copper 8-hydroxyquinoline	8-ヒドロキシキノリン銅	グループ3
Coronene	コロネン	グループ3
Coumarin	クマリン	グループ3
meta-Cresidine	メタクレシジン	グループ3
Crotonaldehyde	クロトンアルデヒド	グループ3
Cyclamates	サイクラミン酸塩	グループ3
Cyclochlorotine	シクロクロロチン	グループ3
Cyclohexanone	シクロヘキサノン	グループ3
Cyclopenta[cd]pyrene	シクロペンタ(cd)ピレン	グループ3
D&C Red No. 9	D&Cレッドナンバー9	グループ3
Dapsone	ダプソン	グループ3
Decabromodiphenyl oxide	デカブロモジフェニルオキシド	グループ3
Deltamethrin	デルタメトリン	グループ3
Diacetylaminoazotoluene	ジアセチルアミノアゾトルエン	グループ3
Diallate	ダイアレート	グループ3
1,2-Diamino-4-nitrobenzene	1,2-ジアミノ-4-ニトロベンゼン	グループ3
1,4-Diamino-2-nitrobenzene	1.4-ジアミノ-2-ニトロベンゼン	グループ3
2,5-Diaminotoluene	2,5-ジアミノトルエン	グループ3
Diazepam	ジアゼパム	グループ3
Diazomethane	ジアゾメタン	グループ3
Dibenz[a,c]anthracene	ジベンゾ(a,c)アントラセン	グループ3
Dibenz[a,j]anthracene	ジベンゾ(a,j)アントラセン	グループ3
Dibenzo-para-dioxin	ジベンゾパラジオキシン	グループ3
Dibenzo[a,e]fluoranthene	ジベンゾ(a,e)フルオランテン	グループ3
Dibenzo[h,rst]pentaphene	ジベンゾ(h,rst)ペンタフェン	グループ3
Dibromoacetonitrile	ジブロモアセトニトリル	グループ3
Dichloroacetonitrile	ジクロロアセトニトリル	グループ3
Dichloroacetylene	ジクロロアセチレン	グループ3
meta-Dichlorobenzene	メタジクロロベンゼン	グループ3
ortho-Dichlorobenzene	オルトジクロロベンゼン	グループ3
trans-1,4-Dichlorobutene	トランス-1,4-ジクロロブテン	グループ3
2,6-Dichloro-para-phenylenediamine	2,6-ジクロロ-パラフェニレンジアミン	グループ3
Dicofol	ジコホール	グループ3
Didanosine	ジダノシン	グループ3
Dieldrin	ジエルドリン	グループ3
Diethanolamine	ジエタノールアミン	グループ3
Di(2-ethylhexyl) adipate	アジピン酸ジ(2-エチルヘキシル)	グループ3
Di(2-ethylhexyl) phthalate	フタル酸ジ(2-エチルヘキシル)	グループ3
N,N'-Diethylthiourea	N,N'-ジエチルチオ尿素	グループ3
Dihydroxymethylfuratrizine	ジヒドロキシメチルフラトリジン	グループ3
Dimethoxane	ジメトキサン	グループ3
3,3'-Dimethoxybenzidine-4,4'-diisocyanate	3,3'-ジメトキシベンジジン-4,4'-ジイソシアナート	グループ3
para-Dimethylaminoazobenzenediazo sodium sulfonate	硫酸パラジメチルアミノフェニルジアゾニウムナトリウム	グループ3
4,4'-Dimethylangelicin plus ultraviolet A radiation	4,4'-ジメチルアンゲリシンと紫外線A照射	グループ3
4,5'-Dimethylangelicin plus ultraviolet A radiation	4,5'-ジメチルアンゲリシンと紫外線A照射	グループ3
N,N-Dimethylaniline	N,N-ジメチルアニリン	グループ3
Dimethylformamide	ジメチルホルムアミド	グループ3
Dimethyl hydrogen phosphite	亜リン酸水素ジメチル	グループ3
1,4-Dimethylphenanthrene	1,4-ジメチルフェナントレン	グループ3
1,3-Dinitropyrene	1,3-ジニトロピレン	グループ3
3,5-Dinitrotoluene	3,5-ジニトロトルエン	グループ3
Dinitrosopentamethylenetetramine	ジニトロソペンタメチレンテトラミン	グループ3
2,4'-Diphenyldiamine	2,4'-ジフェニルジアミン	グループ3
Disperse Yellow 3	ディスパースイエロー3	グループ3
Disulfiram	ジスルフィラム	グループ3
Dithranol	ジスラノール	グループ3
Doxefazepam	ドキセファゼパム	グループ3
Doxylamine succinate	コハク酸ドキシラミン	グループ3
Droloxifene	ドロロキシフェン	グループ3
Dulcin	ズルチン	グループ3
Electric fields (extremely low-frequency)	低周波電場	グループ3
Electric fields (static)	静電場	グループ3
Endrin	エンドリン	グループ3
Eosin	エオシン	グループ3
3,4-Epoxy-6-methylcyclohexylmethyl-3,4-epoxy-6-methylcyclo-hexanecarboxylate	3.4-エポキシ-6-メチルシクロヘキシルメチル-3,4-エポキシ-6-メチルシクロヘキサンカルボキシレート	グループ3
cis-9,10-Epoxystearic acid	シス-9,10-エポキシステアリン酸	グループ3
Estazolam	エスタゾラム	グループ3
Ethionamide	エチオナミド	グループ3
Ethylene	エチレン	グループ3
Ethylene sulfide	硫化エチレン	グループ3
Ethylenethiourea	エチレンチオ尿素	グループ3
2-Ethylhexyl acrylate	アクリル酸2-エチルヘキシル	グループ3
Ethyl selenac	エチルセレナック	グループ3
Ethyl tellurac	エチルテルラック	グループ3
Eugenol	オイゲノール	グループ3
Evans blue	エバンスブルー	グループ3
Fast Green FCF	ファストグリーンFCF	グループ3
Fenvalerate	フェンバレレート	グループ3
Ferbam	フェルバム	グループ3
Ferric oxide	酸化鉄(III)	グループ3
Fluometuron	フルオメツロン	グループ3
Fluoranthene	フルオランテン	グループ3
Fluorene	フルオレン	グループ3
Fluorescent lighting	蛍光灯	グループ3
Fluorides (inorganic, used in drinking-water)	飲料水中の無機フッ化物	グループ3
5-Fluorouracil	5-フルオロウラシル	グループ3
Foreign bodies, implanted in tissues	生体組織内に埋め込まれた異物	グループ3
Furazolidone	フラゾリドン	グループ3
Furfural	フルフラール	グループ3
Furosemide, Frusemide	フロセミド（フルセミド）	グループ3
Gemfibrozil	ゲムフィブロジル	グループ3
Glycidyl oleate	オレイン酸グリシジル	グループ3
Glycidyl stearate	ステアリン酸グリシジル	グループ3
Guinea Green B	ギニアグリーンB	グループ3
Gyromitrin	{{仮リンク|ギロミトリン|en|Gyromitrin|preserve=1}}	グループ3
Haematite	鉄鉱石	グループ3
HC Blue No. 2	HCブルーナンバー2	グループ3
HC Red No. 3	HCレッドナンバー3	グループ3
HC Yellow No. 4	HCイエローナンバー4	グループ3
Hepatitis D virus	D型肝炎ウイルス感染	グループ3
Hexachlorobutadiene	ヘキサクロロブタジエン	グループ3
Hexachlorophene	ヘキサクロロフェン	グループ3
Human T-cell lymphotropic virus type II	ヒトT細胞白血病ウイルスII型	グループ3
Hycanthone mesylate	メシル酸ヒカントン	グループ3
Hydralazine	ヒドララジン	グループ3
Hydrochloric acid	塩酸	グループ3
Hydrochlorothiazide	ヒドロクロロチアジド	グループ3
Hydrogen peroxide	過酸化水素	グループ3
Hydroquinone	ヒドロキノン	グループ3
4-Hydroxyazobenzene	4-ヒドロキシアゾベンゼン	グループ3
8-Hydroxyquinoline	8-ヒドロキシキノリン	グループ3
Hydroxysenkirkine	ヒドロキシセンキルキン	グループ3
Hydroxyurea	ヒドロキシ尿素	グループ3
Hypochlorite salts	次亜塩素酸塩	グループ3
Insulation glass wool	絶縁グラスウール	グループ3
Iron-dextrin complex	鉄デキストリン複合体	グループ3
Iron sorbitol-citric acid complex	鉄ソルビトール-クエン酸複合体	グループ3
Isatidine	イサチジン	グループ3
Isonicotinic acid hydrazide, Isoniazid	イソニコチン酸ヒドラジド（イソニアジド）	グループ3
Isophosphamide	イソホスファミド	グループ3
Isopropanol	イソプロパノール	グループ3
Isopropyl oils	イソプロピル油類	グループ3
Isosafrole	イソサフロール	グループ3
Jacobine	ジャコビン	グループ3
Kaempferol	ケンプフェロール	グループ3
Kojic acid	コウジ酸	グループ3
Lauroyl peroxide	過酸化ラウロイル	グループ3
Lead compounds, organic	有機鉛化合物	グループ3
Light Green SF	ライトグリーンSF	グループ3
d-Limonene	リモネン	グループ3
Luteoskyrin	ルテオスキリン	グループ3
Rubia tinctorum	アカネの根（セイヨウアカネ） (Madder root)	グループ3
Magnetic fields (static)	静磁場	グループ3
Malathion	マラチオン	グループ3
Maleic hydrazide	マレイン酸ヒドラジド	グループ3
Malonaldehyde	マロンアルデヒド	グループ3
Maneb	マンネブ	グループ3
Mannomustine dihydrochloride	マンノムスチン二塩酸塩	グループ3
Medphalan	メドファラン	グループ3
Melamine	メラミン	グループ3
6-Mercaptopurine	6-メルカプトプリン	グループ3
Mercury	水銀	グループ3
Metabisulfites	ピロ亜硫酸塩	グループ3
Methimazole	メチマゾール	グループ3
Methotrexate	メトトレキサート	グループ3
Methoxychlor	メトキシクロル	グループ3
Methyl acrylate	アクリル酸メチル	グループ3
5-Methylangelicin	5-メチルアンゲリシン	グループ3
Methyl bromide	臭化メチル	グループ3
Methyl tert-butyl ether	メチルターシャリーブチルエーテル	グループ3
Methyl carbamate	カルバミン酸メチル	グループ3
Methyl chloride	塩化メチル	グループ3
1-Methylchrysene	1-メチルクリセン	グループ3
2-Methylchrysene	2-メチルクリセン	グループ3
3-Methylchrysene	3-メチルクリセン	グループ3
4-Methylchrysene	4-メチルクリセン	グループ3
6-Methylchrysene	6-メチルクリセン	グループ3
N-Methyl-N,4-dinitrosoaniline	N-メチル-N,4-ジニトロソアニリン	グループ3
4,4'-Methylene bis(N,N-dimethyl)benzenamine	4,4'-メチレンビス(N,N-ジメチル)ベンゼンアミド	グループ3
4,4'-Methylenediphenyl diisocyanate	4,4'-メチレンジフェニルジイソシアナート	グループ3
2-Methylfluoranthene	2-メチルフルオランテン	グループ3
3-Methylfluoranthene	2-メチルフルオランテン	グループ3
Methylglyoxal	メチルグリオキサール	グループ3
Methyl iodide	ヨウ化メチル	グループ3
Methyl methacrylate	メタクリル酸メチル	グループ3
N-Methylolacrylamide	N-メチロールアクリルアミド	グループ3
Methyl parathion	メチルパラチオン	グループ3
1-Methylphenanthrene	1-メチルフェナントレン	グループ3
7-Methylpyrido[3,4-c]psoralen	7-メチルピリド(3,4-c)ソラレン	グループ3
Methyl red	メチルレッド	グループ3
Methyl selenac	メチルセレナック	グループ3
Modacrylic fibres	モダクリル繊維	グループ3
Monuron	モニュロン	グループ3
Morpholine	モルホリン	グループ3
Musk ambrette	ムスクアンブレット	グループ3
Musk xylene	ムスクキシレン	グループ3
1,5-Naphthalenediamine	1,5-ナフタレンジアミン	グループ3
1,5-Naphthalene diisocyanate	1,5-ナフタレンジイソシアナート	グループ3
1-Naphthylamine	1-ナフチルアミン	グループ3
1-Naphthylthiourea, ANTU	1-ナフチルチオ尿素	グループ3
Nithiazide	ニチアジド	グループ3
5-Nitro-ortho-anisidine	5-ニトロ-オルトアニシジン	グループ3
9-Nitroanthracene	9-ニトロアントラセン	グループ3
7-Nitrobenz[a]anthracene	7-ニトロベンズ(a)アントラセン	グループ3
6-Nitrobenzo[a]pyrene	6-ニトロベンゾ(a)ピレン	グループ3
4-Nitrobiphenyl	4-ニトロビフェニル	グループ3
3-Nitrofluoranthene	3-ニトロフルオランテン	グループ3
Nitrofural, Nitrofurazone	ニトロフラール（ニトロフラゾン）	グループ3
Nitrofurantoin	ニトロフラントイン	グループ3
1-Nitronaphthalene	1-ニトロナフタレン	グループ3
2-Nitronaphthalene	2-ニトロナフタレン	グループ3
3-Nitroperylene	3-ニトロペリレン	グループ3
2-Nitropyrene	2-ニトロピレン	グループ3
N'-Nitrosoanabasine	N'-ニトロソアナバシン	グループ3
N'-Nitrosoanatabine	N'-ニトロソアナタビン	グループ3
N-Nitrosodiphenylamine	N-ニトロソジフェニルアミン	グループ3
para-Nitrosodiphenylamine	パラニトロソジフェニルアミン	グループ3
N-Nitrosofolic acid	N-ニトロソ葉酸	グループ3
N-Nitrosoguvacine	N-ニトロソグバシン	グループ3
N-Nitrosoguvacoline	N-ニトロソグバコリン	グループ3
N-Nitrosohydroxyproline	N-ニトロソヒドロキシプロリン	グループ3
3-(N-Nitrosomethylamino)propionaldehyde	3-(N-ニトロソメチルアミノ)プロピオンアルデヒド	グループ3
4-(N-Nitrosomethylamino)-4-(3-pyridyl)-1-butanal, NNA	4-(N-ニトロソメチルアミノ)-4-(3-ピリジル)-1-ブタナール	グループ3
N-Nitrosoproline	N-ニトロソプロリン	グループ3
Nitrotoluenes	ニトロトルエン類	グループ3
5-Nitro-ortho-toluidine	5-ニトロオルトトルイジン	グループ3
Nitrovin	ニトロビン	グループ3
Nylon 6	ナイロン6	グループ3
Oestradiol mustard	エストラジオール・マスタード	グループ3
Opisthorchis felineus (infection with)	ネコ肝吸虫感染	グループ3
Orange I	オレンジI	グループ3
Orange G	オレンジG	グループ3
Oxyphenbutazone	オキシフェンブタゾン	グループ3
Palygorskite (attapulgite, short fibres, < 5 micrometers)	5ミクロメートル以下のパリゴルスキー石（アタパルジャイト）繊維	グループ3
Paracetamol, Acetaminophen	パラセタモール（アセトアミノフェン）	グループ3
Parasorbic acid	パラソルビン酸	グループ3
Parathion	パラチオン	グループ3
Patulin	パツリン	グループ3
Penicillic acid	ペニシル酸	グループ3
Pentachloroethane	ペンタクロロエタン	グループ3
Permethrin	パーメスリン	グループ3
Perylene	ペリレン	グループ3
Petasitenine	ペタシテニン	グループ3
Phenanthrene	フェナントレン	グループ3
Phenelzine sulfate	硫酸フェネルジン	グループ3
Phenicarbazide	フェニカルバジド	グループ3
Phenol	フェノール	グループ3
Phenylbutazone	フェニルブタゾン	グループ3
meta-Phenylenediamine	メタフェニレンジアミン	グループ3
para-Phenylenediamine	パラフェニレンジアミン	グループ3
N-Phenyl-2-naphthylamine	N-フェニル-2-ナフチルアミン	グループ3
ortho-Phenylphenol	オルトフェニルフェノール	グループ3
Picloram	ピクロラム	グループ3
Piperonyl butoxide	ピペロニルブトキシド	グループ3
Polyacrylic acid	ポリアクリル酸	グループ3
Polychlorinated dibenzo-para-dioxins, other than 2,3,7,8-tetrachlorodibenzo-para-dioxin	2,3,7,8-テトラクロロジベンゾパラジオキシンを除くポリ塩化ジベンゾパラジオキシン類	グループ3
Polychlorinated dibenzofurans	ポリ塩化ジベンゾフラン類	グループ3
Polychloroprene	ポリクロロプレン	グループ3
Polyethylene	ポリエチレン	グループ3
Polymethylene polyphenyl isocyanate	ポリメチレンポリフェニルイソシアネート	グループ3
Polymethyl methacrylate	ポリメタクリル酸メチル	グループ3
Polypropylene	ポリプロピレン	グループ3
Polystyrene	ポリスチレン	グループ3
Polytetrafluoroethylene	ポリテトラフルオロエチレン	グループ3
Polyurethane foams	ポリウレタンフォーム	グループ3
Polyvinyl acetate	ポリ酢酸ビニル	グループ3
Polyvinyl alcohol	ポリビニルアルコール	グループ3
Polyvinyl chloride	ポリ塩化ビニル	グループ3
Polyvinyl pyrrolidone	ポリビニルピロリドン	グループ3
Ponceau SX	ポンソーSX	グループ3
Potassium bis(2-hydroxyethyl)dithiocarbamate	ビス(2-ヒドロキシエチル)ジチオカルバミン酸カリウム	グループ3
Prazepam	プラゼパム	グループ3
Prednimustine	プレドニムスチン	グループ3
Prednisone	プレドニゾン	グループ3
Proflavine salts	プロフラビン塩類	グループ3
Pronetalol hydrochloride	塩酸プロネタロール	グループ3
Propham	プロファム	グループ3
n-Propyl carbamate	カルバミン酸プロピル	グループ3
Propylene	プロピレン	グループ3
Ptaquiloside	プタキロサイド	グループ3
Pyrene	ピレン	グループ3
Pyridine	ピリジン	グループ3
Pyrido[3,4-c]psoralen	ピリド(3,4-c)ソラレン	グループ3
Pyrimethamine	ピリメタミン	グループ3
Quercetin	クエルセチン	グループ3
para-Quinone	パラキノン	グループ3
Quintozene, Pentachloronitrobenzene	キントゼン（ペンタクロロニトロベンゼン）	グループ3
Reserpine	レセルピン	グループ3
Resorcinol	レゾルシノール	グループ3
Retrorsine	レトロシン	グループ3
Rhodamine B	ローダミンB	グループ3
Rhodamine 6G	ローダミン6G	グループ3
Rifampicin	リファンピシン	グループ3
Ripazepam	リパゼパム	グループ3
Rock (stone) wool	ロックウール	グループ3
Rugulosin	ルグロシン	グループ3
Saccharated iron oxide	含糖酸化鉄	グループ3
Saccharin	サッカリン	グループ3
Scarlet Red	スカーレットレッド	グループ3
Schistosoma mansoni (infection with)	マンソン住血吸虫感染	グループ3
Selenium and selenium compounds	セレンおよびセレン化合物	グループ3
Semicarbazide hydrochloride	セミカルバジド塩酸塩	グループ3
Seneciphylline	セネシフィリン	グループ3
Senkirkine	センキルキン	グループ3
Sepiolite	セピオライト	グループ3
Shikimic acid	シキミ酸	グループ3
Silica, amorphous	非晶質二酸化ケイ素	グループ3
Simazine	シマジン	グループ3
Slag wool	スラグウール	グループ3
Sodium chlorite	亜塩素酸ナトリウム	グループ3
Sodium diethyldithiocarbamate	ジエチルジチオカルバミン酸ナトリウム	グループ3
Spironolactone	スピロノラクトン	グループ3
Styrene-acrylonitrile copolymers	スチレンアクリロニトリル共重合体	グループ3
Styrene-butadiene copolymers	スチレンブタジエン共重合体	グループ3
Succinic anhydride	無水コハク酸	グループ3
Sudan I	スーダンI	グループ3
Sudan II	スーダンII	グループ3
Sudan III	スーダンIII	グループ3
Sudan Brown RR	スーダンブラウンRR	グループ3
Sudan Red 7B	スーダンレッド7B	グループ3
Sulfafurazole, Sulfisoxazole	スルファフラゾール（スルフィソキサゾール）	グループ3
Sulfamethazine	スルファメタジン	グループ3
Sulfamethoxazole	スルファメトキサゾール	グループ3
Sulfites	亜硫酸塩	グループ3
Sulfur dioxide	二酸化硫黄	グループ3
Sunset Yellow FCF	サンセットイエローFCF	グループ3
Ceramic implants	外科インプラントおよびその他の異物 (Surgical implants and other foreign bodies) :  - 有機高分子材料 (Organic polymeric materials) (as a group)  - 複合材料からなる整形外科用インプラント (Orthopaedic implants of complex composition)  - 心臓用ペースメーカー (Cardiac pacemakers)  - 豊胸用シリコーン (Silicone breast implants)  - 金属クロム、金属チタン、コバルト合金、クロム合金、チタン合金、ステンレススチール、および劣化ウランなどでできた異物 (Implanted foreign bodies of metallic chromium or titanium and of cobalt-based, chromium-based and titanium-based alloys, stainless steel and depleted uranium)  - 歯科材料 (Dental materials)  - セラミックインプラント	グループ3
Symphytine	シンフィチン	グループ3
Talc	タルク	グループ3
Tannic acid	タンニン酸	グループ3
Temazepam	テマゼパム	グループ3
2,2',5,5'-Tetrachlorobenzidine	2,2',5,5'-テトラクロロベンジジン	グループ3
1,1,1,2-Tetrachloroethane	1,1,1,2-テトラクロロエタン	グループ3
1,1,2,2-Tetrachloroethane	1,1,2,2-テトラクロロエタン	グループ3
Tetrachlorvinphos	テトラクロルビンホス	グループ3
Tetrakis(hydroxymethyl)phosphonium salts	テトラキス(ヒドロキシメチル)ホスホニウム塩類	グループ3
Theobromine	テオブロミン	グループ3
Theophylline	テオフィリン	グループ3
Thiourea	チオ尿素	グループ3
Thiram	チラム	グループ3
Toluene	トルエン	グループ3
Toremifene	トレミフェン	グループ3
Toxins derived from Fusarium graminearum, F. culmorum and F. crookwellense	フザリウム (''Fusarium graminearum'', ''F. culmorum'', および ''F. crookwellense'') 由来の毒素	グループ3
Toxins derived from Fusarium sporotrichioides	フザリウム (''Fusarium sporotrichioides'') 由来の毒素	グループ3
Trichlorfon	トリクロルホン	グループ3
Trichloroacetic acid	トリクロロ酢酸	グループ3
Trichloroacetonitrile	トリクロロアセトニトリル	グループ3
1,1,1-Trichloroethane	1,1,1-トリクロロエタン	グループ3
1,1,2-Trichloroethane	1,1,2-トリクロロエタン	グループ3
Triethanolamine	トリエタノールアミン	グループ3
Triethylene glycol diglycidyl ether	トリエチレングリコールジグリシジルエーテル	グループ3
Trifluralin	トリフルラリン	グループ3
4,4',6-Trimethylangelicin	4,4',6-トリメチルアンゲリシン	グループ3
2,4,5-Trimethylaniline	2,4,5-トリメチルアニリン	グループ3
2,4,6-Trimethylaniline	2,4,6-トリメチルアニリン	グループ3
4,5',8-Trimethylpsoralen	4,5',8-トリメチルソラレン	グループ3
2,4,6-Trinitrotoluene	2,4,6-トリニトロトルエン	グループ3
Triphenylene	トリフェニレン	グループ3
Tris(aziridinyl)-para-benzoquinone, Triaziquone	トリス(アジリジニル)-パラベンゾキノン（トリアジクオン）	グループ3
Tris(1-aziridinyl)phosphine oxide	トリス(1-アジリジニル)ホスフィンオキシド	グループ3
2,4,6-Tris(1-aziridinyl)-s-triazine	2,4,6-トリス(1-アジリジニル)-s-トリアジン	グループ3
Tris(2-chloroethyl) phosphate	リン酸トリス(2-クロロエチル)	グループ3
1,2,3-Tris(chloromethoxy)propane	1,2,3-トリス(クロロメトキシ)プロパン	グループ3
Tris(2-methyl-1-aziridinyl)phosphine oxide	トリス(2-メチル-1-アジリジニル)ホスフィンオキシド	グループ3
Vat Yellow 4	バットイエロー4	グループ3
Vinblastine sulfate	ビンブラスチン硫酸塩	グループ3
Vincristine sulfate	ビンクリスチン硫酸塩	グループ3
Vinyl chloride-vinyl acetate copolymers	塩化ビニル-酢酸ビニル共重合体	グループ3
Vinylidene chloride	塩化ビニリデン	グループ3
Vinylidene chloride-vinyl chloride copolymers	塩化ビニリデン-塩化ビニル共重合体	グループ3
Vinylidene fluoride	フッ化ビニリデン	グループ3
N-Vinyl-2-pyrrolidone	N-ビニル-2-ピロリドン	グループ3
Vinyl toluene	ビニルトルエン	グループ3
Vitamin K	ビタミンK	グループ3
Wollastonite	珪灰石	グループ3
Xylenes	キシレン	グループ3
2,4-Xylidine	2,4-キシリジン	グループ3
2,5-Xylidine	2,5-キシリジン	グループ3
Yellow AB	イエローAB	グループ3
Yellow OB	イエローOB	グループ3
Zectran	ゼクトラン	グループ3
Zeolites	ゼオライト	グループ3
Zineb	ジネブ	グループ3
Ziram	ジラム	グループ3
Bitumens, steam-refined, cracking-residue and air-refined	蒸気精錬、クラッキング残留物及び空気精錬された瀝青	グループ3
Coffee (drinking)	コーヒー	グループ3
Crude oil	原油	グループ3
Diesel fuels, distillate (light)	軽油	グループ3
Fuel oils, distillate (light)	重油	グループ3
Jet fuel	ジェット燃料	グループ3
Mate	マテ茶	グループ3
Mineral oils, highly-refined	精製された鉱油	グループ3
Petroleum solvents	石油系溶媒	グループ3
Printing inks	印刷インク	グループ3
Tea	茶	グループ3
Terpene polychlorinates, Strobane®	ポリ塩化テルペン	グループ3
Flat-glass and specialty glass	板ガラス及び特殊ガラス製造に従事	グループ3
Hair colouring products	染髪製品	グループ3
Leather goods manufacture	皮革製品製造に従事	グループ3
Leather tanning and processing	皮革なめし処理に従事	グループ3
Lumber and sawmill industries (including logging)	製材業に従事	グループ3
Paint manufacture (occupational exposure in)	ペンキ製造業に従事	グループ3
Pulp and paper manufacture	製紙業に従事	グループ3
